date,id,referee,home_team,away_team,home_goals,away_goals,result,total_goals,goal_diff
2022-08-27 19:00:00,871506,J. Brisard,Lens,Rennes,2,1,0,3,1
2022-08-28 11:00:00,871503,M. Vernice,Nantes,Toulouse,3,1,0,4,2
2022-08-28 13:00:00,871509,S. Frappart,Estac Troyes,Angers,3,1,0,4,2
2022-08-28 13:00:00,871507,M. Bollengier,Stade Brestois 29,Montpellier,0,7,2,7,-7
2022-08-28 13:00:00,871502,W. Delajod,Lorient,Clermont Foot,2,1,0,3,1
2022-08-28 13:00:00,871504,F. Letexier,Nice,Marseille,0,3,2,3,-3
2022-08-28 15:05:00,871508,J. Stinat,Reims,Lyon,1,1,1,2,0
2022-08-28 18:45:00,871505,B. Bastien,Paris Saint Germain,Monaco,1,1,1,2,0
2022-08-31 17:00:00,871511,J. Pignard,Angers,Reims,2,4,2,6,-2
2022-08-31 17:00:00,871514,P. Gaillouste,Lyon,Auxerre,2,1,0,3,1
2022-08-31 17:00:00,871513,B. Dechepy,Montpellier,Ajaccio,2,0,0,2,2
2022-08-31 17:00:00,871510,R. Buquet,Monaco,Estac Troyes,2,4,2,6,-2
2022-08-31 17:00:00,871517,C. Turpin,Strasbourg,Nantes,1,1,1,2,0
2022-08-31 19:00:00,871516,B. Bastien,Lens,Lorient,5,2,0,7,3
2022-08-31 19:00:00,871518,B. Millot,Rennes,Stade Brestois 29,3,1,0,4,2
2022-08-31 19:00:00,871519,H. Ben El Hadj,Toulouse,Paris Saint Germain,0,3,2,3,-3
2022-08-31 19:00:00,871515,E. Wattellier,Marseille,Clermont Foot,1,0,0,1,1
2022-08-31 19:00:00,871512,J. Stinat,Lille,Nice,1,2,2,3,-1
2022-09-03 15:00:00,871521,W. Delajod,Auxerre,Marseille,0,2,2,2,-2
2022-09-03 17:00:00,871526,T. Léonard,Lyon,Angers,5,0,0,5,5
2022-09-03 19:00:00,871523,P. Gaillouste,Nantes,Paris Saint Germain,0,3,2,3,-3
2022-09-04 11:00:00,871524,J. Brisard,Montpellier,Lille,1,3,2,4,-2
2022-09-04 13:00:00,871528,E. Wattellier,Reims,Lens,1,1,1,2,0
2022-09-04 13:00:00,871520,J. Stinat,Ajaccio,Lorient,0,1,2,1,-1
2022-09-04 13:00:00,871522,F. Letexier,Clermont Foot,Toulouse,2,0,0,2,2
2022-09-04 13:00:00,871527,B. Dechepy,Stade Brestois 29,Strasbourg,1,1,1,2,0
2022-09-04 15:05:00,871529,M. Vernice,Estac Troyes,Rennes,1,1,1,2,0
2022-09-04 18:45:00,871525,B. Millot,Nice,Monaco,0,1,2,1,-1
2022-09-07 17:00:00,871483,B. Dechepy,Lorient,Lyon,3,1,0,4,2
2022-09-09 19:00:00,871536,H. Ben El Hadj,Lens,Estac Troyes,1,0,0,1,1
2022-09-10 15:00:00,871535,J. Pignard,Paris Saint Germain,Stade Brestois 29,1,0,0,1,1
2022-09-10 19:00:00,871534,B. Millot,Marseille,Lille,2,1,0,3,1
2022-09-11 11:00:00,871537,M. Bollengier,Strasbourg,Clermont Foot,0,0,1,0,0
2022-09-11 13:00:00,871532,F. Letexier,Angers,Montpellier,2,1,0,3,1
2022-09-11 13:00:00,871539,S. Frappart,Toulouse,Reims,1,0,0,1,1
2022-09-11 13:00:00,871533,J. Hamel,Lorient,Nantes,3,2,0,5,1
2022-09-11 13:00:00,871530,E. Wattellier,Ajaccio,Nice,0,1,2,1,-1
2022-09-11 15:05:00,871538,T. Léonard,Rennes,Auxerre,5,0,0,5,5
2022-09-11 18:45:00,871531,C. Turpin,Monaco,Lyon,2,1,0,3,1
2022-09-16 19:00:00,871540,R. Buquet,Auxerre,Lorient,1,3,2,4,-2
2022-09-17 15:00:00,871544,J. Stinat,Montpellier,Strasbourg,2,1,0,3,1
2022-09-17 19:00:00,871543,P. Gaillouste,Lille,Toulouse,2,1,0,3,1
2022-09-18 11:00:00,871549,M. Bollengier,Reims,Monaco,0,3,2,3,-3
2022-09-18 13:00:00,871547,B. Bastien,Marseille,Rennes,1,1,1,2,0
2022-09-18 13:00:00,871545,B. Dechepy,Nice,Angers,0,1,2,1,-1
2022-09-18 13:00:00,871541,J. Brisard,Clermont Foot,Estac Troyes,1,3,2,4,-2
2022-09-18 13:00:00,871548,S. Frappart,Stade Brestois 29,Ajaccio,0,1,2,1,-1
2022-09-18 15:05:00,871542,W. Delajod,Nantes,Lens,0,0,1,0,0
2022-09-18 18:45:00,871546,F. Letexier,Lyon,Paris Saint Germain,0,1,2,1,-1
2022-09-30 19:00:00,871553,J. Hamel,Angers,Marseille,0,3,2,3,-3
2022-10-01 15:00:00,871557,E. Wattellier,Strasbourg,Rennes,1,3,2,4,-2
2022-10-01 19:00:00,871555,J. Brisard,Paris Saint Germain,Nice,2,1,0,3,1
2022-10-02 11:00:00,871554,H. Ben El Hadj,Lorient,Lille,2,1,0,3,1
2022-10-02 13:00:00,871558,J. Pignard,Toulouse,Montpellier,4,2,0,6,2
2022-10-02 13:00:00,871550,C. Turpin,Ajaccio,Clermont Foot,1,3,2,4,-2
2022-10-02 13:00:00,871551,F. Batta,Auxerre,Stade Brestois 29,1,1,1,2,0
2022-10-02 13:00:00,871559,B. Millot,Estac Troyes,Reims,2,2,1,4,0
2022-10-02 15:05:00,871552,T. Léonard,Monaco,Nantes,4,1,0,5,3
2022-10-02 18:45:00,871556,B. Bastien,Lens,Lyon,1,0,0,1,1
2022-10-07 19:00:00,871565,R. Buquet,Lyon,Toulouse,1,1,1,2,0
2022-10-08 15:00:00,871566,W. Delajod,Marseille,Ajaccio,1,2,2,3,-1
2022-10-08 19:00:00,871569,P. Gaillouste,Reims,Paris Saint Germain,0,0,1,0,0
2022-10-09 11:00:00,871563,B. Millot,Montpellier,Monaco,0,2,2,2,-2
2022-10-09 13:00:00,871567,B. Dechepy,Stade Brestois 29,Lorient,1,2,2,3,-1
2022-10-09 13:00:00,871561,M. Vernice,Clermont Foot,Auxerre,2,1,0,3,1
2022-10-09 13:00:00,871560,C. Turpin,Angers,Strasbourg,2,3,2,5,-1
2022-10-09 13:00:00,871564,J. Hamel,Nice,Estac Troyes,3,2,0,5,1
2022-10-09 15:05:00,871568,F. Batta,Rennes,Nantes,3,0,0,3,3
2022-10-09 18:45:00,871562,F. Letexier,Lille,Lens,1,0,0,1,1
2022-10-14 19:00:00,871576,J. Pignard,Strasbourg,Lille,0,3,2,3,-3
2022-10-15 15:00:00,871572,M. Vernice,Lorient,Reims,0,0,1,0,0
2022-10-15 19:00:00,871575,H. Ben El Hadj,Lens,Montpellier,1,0,0,1,1
2022-10-16 11:00:00,871578,B. Bastien,Toulouse,Angers,3,2,0,5,1
2022-10-16 13:00:00,871570,E. Wattellier,Auxerre,Nice,1,1,1,2,0
2022-10-16 13:00:00,871579,J. Brisard,Estac Troyes,Ajaccio,1,1,1,2,0
2022-10-16 13:00:00,871573,M. Bollengier,Nantes,Stade Brestois 29,4,1,0,5,3
2022-10-16 13:00:00,871577,S. Frappart,Rennes,Lyon,3,2,0,5,1
2022-10-16 15:05:00,871571,R. Buquet,Monaco,Clermont Foot,1,1,1,2,0
2022-10-16 18:45:00,871574,C. Turpin,Paris Saint Germain,Marseille,1,0,0,1,1
2022-10-21 19:00:00,871580,J. Hamel,Ajaccio,Paris Saint Germain,0,3,2,3,-3
2022-10-22 15:00:00,871584,T. Léonard,Montpellier,Lyon,1,2,2,3,-1
2022-10-22 19:00:00,871586,B. Millot,Marseille,Lens,0,1,2,1,-1
2022-10-23 11:00:00,871581,P. Gaillouste,Angers,Rennes,1,2,2,3,-1
2022-10-23 13:00:00,871589,M. Bollengier,Estac Troyes,Lorient,2,2,1,4,0
2022-10-23 13:00:00,871587,H. Ben El Hadj,Reims,Auxerre,2,1,0,3,1
2022-10-23 13:00:00,871588,J. Stinat,Toulouse,Strasbourg,2,2,1,4,0
2022-10-23 13:00:00,871582,J. Pignard,Clermont Foot,Stade Brestois 29,1,3,2,4,-2
2022-10-23 15:05:00,871585,F. Letexier,Nice,Nantes,1,1,1,2,0
2022-10-23 18:45:00,871583,W. Delajod,Lille,Monaco,4,3,0,7,1
2022-10-28 19:00:00,871596,F. Batta,Lens,Toulouse,3,0,0,3,3
2022-10-29 15:00:00,871595,E. Wattellier,Paris Saint Germain,Estac Troyes,4,3,0,7,1
2022-10-29 19:00:00,871597,R. Buquet,Strasbourg,Marseille,2,2,1,4,0
2022-10-30 12:00:00,871590,B. Millot,Auxerre,Ajaccio,1,0,0,1,1
2022-10-30 14:00:00,871593,B. Bastien,Nantes,Clermont Foot,1,1,1,2,0
2022-10-30 14:00:00,871591,S. Frappart,Monaco,Angers,2,0,0,2,2
2022-10-30 14:00:00,871599,B. Dechepy,Rennes,Montpellier,3,0,0,3,3
2022-10-30 14:00:00,871598,W. Delajod,Stade Brestois 29,Reims,0,0,1,0,0
2022-10-30 16:05:00,871592,C. Turpin,Lorient,Nice,1,2,2,3,-1
2022-10-30 19:45:00,871594,J. Brisard,Lyon,Lille,1,0,0,1,1
2022-11-04 20:00:00,871609,P. Gaillouste,Estac Troyes,Auxerre,1,1,1,2,0
2022-11-05 16:00:00,871600,M. Vernice,Ajaccio,Strasbourg,4,2,0,6,2
2022-11-05 20:00:00,871601,T. Léonard,Angers,Lens,1,2,2,3,-1
2022-11-06 12:00:00,871603,B. Bastien,Lorient,Paris Saint Germain,1,2,2,3,-1
2022-11-06 14:00:00,871605,J. Stinat,Nice,Stade Brestois 29,1,0,0,1,1
2022-11-06 14:00:00,871607,R. Buquet,Reims,Nantes,1,0,0,1,1
2022-11-06 14:00:00,871608,B. Millot,Toulouse,Monaco,0,2,2,2,-2
2022-11-06 14:00:00,871602,M. Bollengier,Clermont Foot,Montpellier,1,1,1,2,0
2022-11-06 16:05:00,871604,J. Hamel,Lille,Rennes,1,1,1,2,0
2022-11-06 19:45:00,871606,F. Letexier,Marseille,Lyon,1,0,0,1,1
2022-11-11 20:00:00,871614,E. Wattellier,Lyon,Nice,1,1,1,2,0
2022-11-12 16:00:00,871616,H. Ben El Hadj,Lens,Clermont Foot,2,1,0,3,1
2022-11-12 20:00:00,871619,W. Delajod,Rennes,Toulouse,2,1,0,3,1
2022-11-13 12:00:00,871615,T. Léonard,Paris Saint Germain,Auxerre,5,0,0,5,5
2022-11-13 14:00:00,871612,Miguel Nogueira,Lille,Angers,1,0,0,1,1
2022-11-13 14:00:00,871613,F. Batta,Montpellier,Reims,1,1,1,2,0
2022-11-13 14:00:00,871611,J. Pignard,Nantes,Ajaccio,2,2,1,4,0
2022-11-13 14:00:00,871618,R. Buquet,Stade Brestois 29,Estac Troyes,2,1,0,3,1
2022-11-13 16:05:00,871617,P. Gaillouste,Strasbourg,Lorient,1,1,1,2,0
2022-11-13 19:45:00,871610,B. Bastien,Monaco,Marseille,2,3,2,5,-1
2022-12-28 14:00:00,871629,S. Frappart,Estac Troyes,Nantes,0,0,1,0,0
2022-12-28 14:00:00,871620,J. Stinat,Ajaccio,Angers,1,0,0,1,1
2022-12-28 16:00:00,871621,M. Bollengier,Auxerre,Monaco,2,3,2,5,-1
2022-12-28 18:00:00,871622,F. Letexier,Clermont Foot,Lille,0,2,2,2,-2
2022-12-28 20:00:00,871626,C. Turpin,Paris Saint Germain,Strasbourg,2,1,0,3,1
2022-12-28 20:00:00,871627,B. Dechepy,Stade Brestois 29,Lyon,2,4,2,6,-2
2022-12-29 16:00:00,871623,W. Delajod,Lorient,Montpellier,0,2,2,2,-2
2022-12-29 18:00:00,871628,H. Ben El Hadj,Reims,Rennes,3,1,0,4,2
2022-12-29 20:00:00,871624,B. Millot,Nice,Lens,0,0,1,0,0
2022-12-29 20:00:00,871625,J. Pignard,Marseille,Toulouse,6,1,0,7,5
2023-01-01 14:00:00,871630,J. Stinat,Monaco,Stade Brestois 29,1,0,0,1,1
2023-01-01 14:00:00,871636,P. Gaillouste,Toulouse,Ajaccio,2,0,0,2,2
2023-01-01 14:00:00,871637,F. Batta,Angers,Lorient,1,2,2,3,-1
2023-01-01 14:00:00,871631,B. Bastien,Nantes,Auxerre,1,0,0,1,1
2023-01-01 16:00:00,871633,S. Frappart,Lyon,Clermont Foot,0,1,2,1,-1
2023-01-01 19:45:00,871634,J. Brisard,Lens,Paris Saint Germain,3,1,0,4,2
2023-01-02 14:00:00,871639,B. Millot,Strasbourg,Estac Troyes,2,3,2,5,-1
2023-01-02 16:00:00,871632,E. Wattellier,Lille,Reims,1,1,1,2,0
2023-01-02 18:00:00,871638,R. Buquet,Montpellier,Marseille,1,2,2,3,-1
2023-01-02 20:00:00,871635,T. Léonard,Rennes,Nice,2,1,0,3,1
2023-01-11 18:00:00,871641,F. Batta,Auxerre,Toulouse,0,5,2,5,-5
2023-01-11 18:00:00,871642,C. Turpin,Clermont Foot,Rennes,2,1,0,3,1
2023-01-11 18:00:00,871648,M. Vernice,Stade Brestois 29,Lille,0,0,1,0,0
2023-01-11 18:00:00,871644,M. Bollengier,Nantes,Lyon,0,0,1,0,0
2023-01-11 18:00:00,871640,W. Delajod,Ajaccio,Reims,0,1,2,1,-1
2023-01-11 20:00:00,871645,B. Dechepy,Nice,Montpellier,6,1,0,7,5
2023-01-11 20:00:00,871646,E. Wattellier,Paris Saint Germain,Angers,2,0,0,2,2
2023-01-11 20:00:00,871647,F. Letexier,Strasbourg,Lens,2,2,1,4,0
2023-01-11 20:00:00,871643,J. Brisard,Lorient,Monaco,2,2,1,4,0
2023-01-11 20:00:00,871649,H. Ben El Hadj,Estac Troyes,Marseille,0,2,2,2,-2
2023-01-14 16:00:00,871656,W. Delajod,Lens,Auxerre,1,0,0,1,1
2023-01-14 18:00:00,871655,B. Dechepy,Marseille,Lorient,3,1,0,4,2
2023-01-14 20:00:00,871654,J. Stinat,Lyon,Strasbourg,1,2,2,3,-1
2023-01-15 12:00:00,871652,P. Gaillouste,Lille,Estac Troyes,5,1,0,6,4
2023-01-15 14:00:00,871658,F. Letexier,Reims,Nice,0,0,1,0,0
2023-01-15 14:00:00,871659,B. Millot,Toulouse,Stade Brestois 29,1,1,1,2,0
2023-01-15 14:00:00,871651,M. Vernice,Angers,Clermont Foot,1,2,2,3,-1
2023-01-15 14:00:00,871653,T. Léonard,Montpellier,Nantes,0,3,2,3,-3
2023-01-15 16:05:00,871650,R. Buquet,Monaco,Ajaccio,7,1,0,8,6
2023-01-15 19:45:00,871657,B. Bastien,Rennes,Paris Saint Germain,1,0,0,1,1
2023-01-27 20:00:00,871663,B. Millot,Lorient,Rennes,2,1,0,3,1
2023-01-28 16:00:00,871669,C. Turpin,Estac Troyes,Lens,1,1,1,2,0
2023-01-28 20:00:00,871665,J. Pignard,Marseille,Monaco,1,1,1,2,0
2023-01-29 12:00:00,871664,E. Wattellier,Nice,Lille,1,0,0,1,1
2023-01-29 14:00:00,871667,W. Delajod,Strasbourg,Toulouse,1,2,2,3,-1
2023-01-29 14:00:00,871662,F. Batta,Clermont Foot,Nantes,0,0,1,0,0
2023-01-29 14:00:00,871668,M. Bollengier,Stade Brestois 29,Angers,4,0,0,4,4
2023-01-29 14:00:00,871661,J. Stinat,Auxerre,Montpellier,0,2,2,2,-2
2023-01-29 16:05:00,871660,T. Léonard,Ajaccio,Lyon,0,2,2,2,-2
2023-01-29 19:45:00,871666,R. Buquet,Paris Saint Germain,Reims,1,1,1,2,0
2023-02-01 18:00:00,871679,M. Vernice,Toulouse,Estac Troyes,4,1,0,5,3
2023-02-01 18:00:00,871672,F. Batta,Reims,Lorient,4,2,0,6,2
2023-02-01 18:00:00,871674,B. Dechepy,Angers,Ajaccio,1,2,2,3,-1
2023-02-01 18:00:00,871675,J. Stinat,Lille,Clermont Foot,0,0,1,0,0
2023-02-01 18:00:00,871670,W. Delajod,Nantes,Marseille,0,2,2,2,-2
2023-02-01 20:00:00,871671,R. Buquet,Lyon,Stade Brestois 29,0,0,1,0,0
2023-02-01 20:00:00,871676,J. Pignard,Montpellier,Paris Saint Germain,1,3,2,4,-2
2023-02-01 20:00:00,871673,E. Wattellier,Monaco,Auxerre,3,2,0,5,1
2023-02-01 20:00:00,871678,M. Bollengier,Rennes,Strasbourg,3,0,0,3,3
2023-02-01 20:00:00,871677,T. Léonard,Lens,Nice,0,1,2,1,-1
2023-02-04 16:00:00,871685,B. Dechepy,Paris Saint Germain,Toulouse,2,1,0,3,1
2023-02-04 18:00:00,871689,F. Letexier,Estac Troyes,Lyon,1,3,2,4,-2
2023-02-04 20:00:00,871688,F. Batta,Rennes,Lille,1,3,2,4,-2
2023-02-05 12:00:00,871682,M. Bollengier,Clermont Foot,Monaco,0,2,2,2,-2
2023-02-05 14:00:00,871686,S. Frappart,Strasbourg,Montpellier,2,0,0,2,2
2023-02-05 14:00:00,871683,W. Delajod,Lorient,Angers,0,0,1,0,0
2023-02-05 14:00:00,871680,R. Buquet,Ajaccio,Nantes,0,2,2,2,-2
2023-02-05 14:00:00,871681,P. Gaillouste,Auxerre,Reims,0,0,1,0,0
2023-02-05 16:05:00,871687,B. Bastien,Stade Brestois 29,Lens,1,1,1,2,0
2023-02-05 19:45:00,871684,C. Turpin,Marseille,Nice,1,3,2,4,-2
2023-02-10 20:00:00,871696,S. Frappart,Nice,Ajaccio,3,0,0,3,3
2023-02-11 16:00:00,871690,C. Turpin,Monaco,Paris Saint Germain,3,1,0,4,2
2023-02-11 20:00:00,871692,R. Buquet,Clermont Foot,Marseille,0,2,2,2,-2
2023-02-12 12:00:00,871699,J. Stinat,Toulouse,Rennes,3,1,0,4,2
2023-02-12 14:00:00,871691,T. Léonard,Angers,Auxerre,1,1,1,2,0
2023-02-12 14:00:00,871694,H. Ben El Hadj,Lille,Strasbourg,2,0,0,2,2
2023-02-12 14:00:00,871695,F. Batta,Montpellier,Stade Brestois 29,3,0,0,3,3
2023-02-12 14:00:00,871698,J. Pignard,Reims,Estac Troyes,4,0,0,4,4
2023-02-12 16:05:00,871693,M. Vernice,Nantes,Lorient,1,0,0,1,1
2023-02-12 19:45:00,871697,E. Wattellier,Lyon,Lens,2,1,0,3,1
2023-02-17 20:00:00,871700,J. Brisard,Auxerre,Lyon,2,1,0,3,1
2023-02-18 16:00:00,871702,M. Bollengier,Nice,Reims,0,0,1,0,0
2023-02-18 20:00:00,871705,F. Letexier,Strasbourg,Angers,2,1,0,3,1
2023-02-19 12:00:00,871703,W. Delajod,Paris Saint Germain,Lille,4,3,0,7,1
2023-02-19 14:00:00,871706,H. Ben El Hadj,Stade Brestois 29,Monaco,1,2,2,3,-1
2023-02-19 14:00:00,871709,B. Bastien,Estac Troyes,Montpellier,0,1,2,1,-1
2023-02-19 14:00:00,871707,B. Dechepy,Rennes,Clermont Foot,2,0,0,2,2
2023-02-19 14:00:00,871701,E. Wattellier,Lorient,Ajaccio,3,0,0,3,3
2023-02-19 16:05:00,871704,P. Gaillouste,Lens,Nantes,3,1,0,4,2
2023-02-19 19:45:00,871708,S. Frappart,Toulouse,Marseille,2,3,2,5,-1
2023-02-24 20:00:00,871716,P. Gaillouste,Lille,Stade Brestois 29,2,1,0,3,1
2023-02-25 16:00:00,871712,F. Batta,Angers,Lyon,1,3,2,4,-2
2023-02-25 20:00:00,871717,J. Brisard,Montpellier,Lens,1,1,1,2,0
2023-02-26 12:00:00,871714,B. Millot,Lorient,Auxerre,0,1,2,1,-1
2023-02-26 14:00:00,871710,M. Bollengier,Ajaccio,Estac Troyes,2,1,0,3,1
2023-02-26 14:00:00,871713,W. Delajod,Clermont Foot,Strasbourg,1,1,1,2,0
2023-02-26 14:00:00,871715,J. Pignard,Nantes,Rennes,0,1,2,1,-1
2023-02-26 14:00:00,871719,M. Vernice,Reims,Toulouse,3,0,0,3,3
2023-02-26 16:05:00,871711,B. Bastien,Monaco,Nice,0,3,2,3,-3
2023-02-26 19:45:00,871718,C. Turpin,Marseille,Paris Saint Germain,0,3,2,3,-3
2023-03-03 20:00:00,871721,B. Dechepy,Nice,Auxerre,1,1,1,2,0
2023-03-04 16:00:00,871724,F. Letexier,Lens,Lille,1,1,1,2,0
2023-03-04 20:00:00,871723,J. Stinat,Paris Saint Germain,Nantes,4,2,0,6,2
2023-03-05 12:00:00,871729,S. Frappart,Estac Troyes,Monaco,2,2,1,4,0
2023-03-05 14:00:00,871720,B. Millot,Montpellier,Angers,5,0,0,5,5
2023-03-05 14:00:00,871727,P. Gaillouste,Reims,Ajaccio,1,0,0,1,1
2023-03-05 14:00:00,871725,R. Buquet,Strasbourg,Stade Brestois 29,0,1,2,1,-1
2023-03-05 14:00:00,871728,F. Batta,Toulouse,Clermont Foot,0,1,2,1,-1
2023-03-05 16:05:00,871722,T. Léonard,Lyon,Lorient,0,0,1,0,0
2023-03-05 19:45:00,871726,E. Wattellier,Rennes,Marseille,0,1,2,1,-1
2023-03-10 20:00:00,871737,B. Bastien,Lille,Lyon,3,3,1,6,0
2023-03-11 16:00:00,871731,M. Vernice,Auxerre,Rennes,0,0,1,0,0
2023-03-11 20:00:00,871739,M. Bollengier,Stade Brestois 29,Paris Saint Germain,1,2,2,3,-1
2023-03-12 12:00:00,871734,J. Stinat,Clermont Foot,Lens,0,4,2,4,-4
2023-03-12 14:00:00,871733,P. Gaillouste,Angers,Toulouse,0,2,2,2,-2
2023-03-12 14:00:00,871736,W. Delajod,Nantes,Nice,2,2,1,4,0
2023-03-12 14:00:00,871735,C. Turpin,Lorient,Estac Troyes,2,0,0,2,2
2023-03-12 14:00:00,871730,H. Ben El Hadj,Ajaccio,Montpellier,0,1,2,1,-1
2023-03-12 16:05:00,871732,T. Léonard,Monaco,Reims,0,1,2,1,-1
2023-03-12 19:45:00,871738,J. Pignard,Marseille,Strasbourg,2,2,1,4,0
2023-03-17 20:00:00,871743,B. Millot,Lyon,Nantes,1,1,1,2,0
2023-03-18 16:00:00,871748,H. Ben El Hadj,Toulouse,Lille,0,2,2,2,-2
2023-03-18 20:00:00,871745,B. Dechepy,Lens,Angers,3,0,0,3,3
2023-03-19 12:00:00,871740,J. Stinat,Ajaccio,Monaco,0,2,2,2,-2
2023-03-19 14:00:00,871741,P. Gaillouste,Montpellier,Clermont Foot,2,1,0,3,1
2023-03-19 14:00:00,871742,R. Buquet,Nice,Lorient,1,1,1,2,0
2023-03-19 14:00:00,871746,E. Wattellier,Strasbourg,Auxerre,2,0,0,2,2
2023-03-19 14:00:00,871749,F. Batta,Estac Troyes,Stade Brestois 29,2,2,1,4,0
2023-03-19 16:05:00,871744,W. Delajod,Paris Saint Germain,Rennes,0,2,2,2,-2
2023-03-19 19:45:00,871747,F. Letexier,Reims,Marseille,1,2,2,3,-1
2023-03-31 19:00:00,871756,T. Léonard,Marseille,Montpellier,1,1,1,2,0
2023-04-01 15:00:00,871750,J. Brisard,Auxerre,Estac Troyes,1,0,0,1,1
2023-04-01 19:00:00,871759,C. Turpin,Rennes,Lens,0,1,2,1,-1
2023-04-02 11:00:00,871755,J. Pignard,Lille,Lorient,3,1,0,4,2
2023-04-02 13:00:00,871758,S. Frappart,Stade Brestois 29,Toulouse,3,1,0,4,2
2023-04-02 13:00:00,871753,M. Vernice,Clermont Foot,Ajaccio,2,1,0,3,1
2023-04-02 13:00:00,871752,E. Wattellier,Angers,Nice,1,1,1,2,0
2023-04-02 13:00:00,871754,M. Bollengier,Nantes,Reims,0,3,2,3,-3
2023-04-02 15:05:00,871751,W. Delajod,Monaco,Strasbourg,4,3,0,7,1
2023-04-02 18:45:00,871757,F. Letexier,Paris Saint Germain,Lyon,0,1,2,1,-1
2023-04-07 19:00:00,871767,P. Gaillouste,Lens,Strasbourg,2,1,0,3,1
2023-04-08 15:00:00,871761,M. Vernice,Angers,Lille,1,0,0,1,1
2023-04-08 19:00:00,871765,J. Pignard,Nice,Paris Saint Germain,0,2,2,2,-2
2023-04-09 11:00:00,871766,B. Bastien,Lyon,Rennes,3,1,0,4,2
2023-04-09 13:00:00,871760,B. Dechepy,Ajaccio,Auxerre,0,3,2,3,-3
2023-04-09 13:00:00,871769,J. Stinat,Estac Troyes,Clermont Foot,0,2,2,2,-2
2023-04-09 13:00:00,871764,F. Batta,Montpellier,Toulouse,1,2,2,3,-1
2023-04-09 13:00:00,871768,B. Millot,Reims,Stade Brestois 29,1,1,1,2,0
2023-04-09 15:05:00,871763,C. Turpin,Nantes,Monaco,2,2,1,4,0
2023-04-09 18:45:00,871762,W. Delajod,Lorient,Marseille,0,0,1,0,0
2023-04-14 19:00:00,871779,F. Letexier,Toulouse,Lyon,1,2,2,3,-1
2023-04-15 15:00:00,871778,J. Stinat,Rennes,Reims,3,0,0,3,3
2023-04-15 19:00:00,871775,W. Delajod,Paris Saint Germain,Lens,3,1,0,4,2
2023-04-16 11:00:00,871773,J. Brisard,Lille,Montpellier,2,1,0,3,1
2023-04-16 13:00:00,871770,E. Wattellier,Auxerre,Nantes,2,1,0,3,1
