date,id,referee,home_team_id,away_team_id,home_team,away_team,home_goals,away_goals,result,total_goals,goal_diff,home_shots_on_goal,home_shots_off_goal,home_total_shots,home_blocked_shots,home_shots_insidebox,home_shots_outsidebox,home_fouls,home_corner_kicks,home_offsides,home_ball_possession,home_yellow_cards,home_red_cards,home_goalkeeper_saves,home_total_passes,home_passes_accurate,home_passes_%,home_expected_goals,home_goals_prevented,away_shots_on_goal,away_shots_off_goal,away_total_shots,away_blocked_shots,away_shots_insidebox,away_shots_outsidebox,away_fouls,away_corner_kicks,away_offsides,away_ball_possession,away_yellow_cards,away_red_cards,away_goalkeeper_saves,away_total_passes,away_passes_accurate,away_passes_%,away_expected_goals,away_goals_prevented
2024-12-06 17:30:00,1226296,M. Bacher,1660,171,SV Elversberg,1. FC Nürnberg,2,1,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-07 12:00:00,1226293,T. Bauer,166,1652,Hannover 96,SSV Ulm 1846,3,2,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-07 12:00:00,1226295,W. Haslberger,178,159,SpVgg Greuther Fürth,Hertha BSC,2,1,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-07 12:00:00,1226297,R. Hartmann,745,785,1. FC Kaiserslautern,Karlsruher SC,3,1,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-07 19:30:00,1226298,M. Burda,1313,179,Preußen Münster,1. FC Magdeburg,1,2,2,3,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-08 12:30:00,1226299,K. Oldhfer,177,192,SSV Jahn Regensburg,1. FC Köln,0,1,2,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-08 12:30:00,1226291,D. Schlager,158,744,Fortuna Düsseldorf,Eintracht Braunschweig,5,0,0,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-08 12:30:00,1226292,E. Weisbach,175,181,Hamburger SV,SV Darmstadt 98,2,2,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-13 17:30:00,1226304,L. Erbst,159,1313,Hertha BSC,Preußen Münster,1,2,2,3,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-13 17:30:00,1226302,F. Prigan,785,177,Karlsruher SC,SSV Jahn Regensburg,4,2,0,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-14 12:00:00,1226305,F. Heft,174,158,FC Schalke 04,Fortuna Düsseldorf,1,1,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-14 12:00:00,1226306,L. Benen,179,185,1. FC Magdeburg,SC Paderborn 07,1,1,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-14 12:00:00,1226308,P. Alt,1652,175,SSV Ulm 1846,Hamburger SV,1,1,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-14 19:30:00,1226301,F. Lechner,181,745,SV Darmstadt 98,1. FC Kaiserslautern,5,1,0,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-15 12:30:00,1226300,R. Braun,192,171,1. FC Köln,1. FC Nürnberg,3,1,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-15 12:30:00,1226303,T. Reichel,178,166,SpVgg Greuther Fürth,Hannover 96,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-15 12:30:00,1226307,R. Hempel,744,1660,Eintracht Braunschweig,SV Elversberg,0,3,2,3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-20 17:30:00,1226309,S. Stegemann,158,179,Fortuna Düsseldorf,1. FC Magdeburg,2,5,2,7,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-20 17:30:00,1226313,E. Weisbach,1660,174,SV Elversberg,FC Schalke 04,1,4,2,5,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-21 12:00:00,1226310,T. Gerach,175,178,Hamburger SV,SpVgg Greuther Fürth,5,0,0,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-21 12:00:00,1226312,M. Burda,185,785,SC Paderborn 07,Karlsruher SC,1,2,2,3,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-21 12:00:00,1226316,C. Ballweg,1313,1652,Preußen Münster,SSV Ulm 1846,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-21 19:30:00,1226314,P. Schwengers,171,744,1. FC Nürnberg,Eintracht Braunschweig,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-22 12:30:00,1226317,T. Bauer,177,181,SSV Jahn Regensburg,SV Darmstadt 98,2,1,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-22 12:30:00,1226315,W. Haslberger,745,192,1. FC Kaiserslautern,1. FC Köln,0,1,2,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-22 12:30:00,1226311,D. Schlager,166,159,Hannover 96,Hertha BSC,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-17 17:30:00,1226326,R. Hempel,177,166,SSV Jahn Regensburg,Hannover 96,0,1,2,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-17 17:30:00,1226318,R. Kampka,158,181,Fortuna Düsseldorf,SV Darmstadt 98,2,2,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-18 12:00:00,1226324,F. Lechner,744,174,Eintracht Braunschweig,FC Schalke 04,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-18 12:00:00,1226323,M. Bacher,745,1652,1. FC Kaiserslautern,SSV Ulm 1846,2,1,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-18 12:00:00,1226325,N. Winter,1313,178,Preußen Münster,SpVgg Greuther Fürth,2,1,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-18 19:30:00,1226319,C. Dingert,175,192,Hamburger SV,1. FC Köln,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-19 12:30:00,1226322,S. Storks,171,785,1. FC Nürnberg,Karlsruher SC,2,1,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-19 12:30:00,1226320,F. Heft,185,159,SC Paderborn 07,Hertha BSC,1,2,2,3,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-19 12:30:00,1226321,L. Erbst,1660,179,SV Elversberg,1. FC Magdeburg,2,5,2,7,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-24 17:30:00,1226331,F. Prigan,178,745,SpVgg Greuther Fürth,1. FC Kaiserslautern,2,4,2,6,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-24 17:30:00,1226334,R. Braun,179,744,1. FC Magdeburg,Eintracht Braunschweig,1,1,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-25 12:00:00,1226329,W. Haslberger,785,158,Karlsruher SC,Fortuna Düsseldorf,2,3,2,5,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-25 12:00:00,1226333,M. Burda,174,171,FC Schalke 04,1. FC Nürnberg,3,1,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-25 12:00:00,1226327,T. Bauer,192,1660,1. FC Köln,SV Elversberg,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-25 19:30:00,1226332,T. Welz,159,175,Hertha BSC,Hamburger SV,2,3,2,5,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-26 12:30:00,1226330,F. Willenborg,166,1313,Hannover 96,Preußen Münster,2,2,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-26 12:30:00,1226328,M. Petersen,181,185,SV Darmstadt 98,SC Paderborn 07,0,1,2,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-26 12:30:00,1226335,E. Weisbach,1652,177,SSV Ulm 1846,SSV Jahn Regensburg,5,1,0,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-31 17:30:00,1226340,F. Heft,1660,785,SV Elversberg,Karlsruher SC,2,2,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-31 17:30:00,1226341,D. Siebert,171,181,1. FC Nürnberg,SV Darmstadt 98,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-01 12:00:00,1226343,L. Erbst,744,192,Eintracht Braunschweig,1. FC Köln,1,2,2,3,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-01 12:00:00,1226336,T. Gerach,158,1652,Fortuna Düsseldorf,SSV Ulm 1846,3,2,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-01 12:00:00,1226344,R. Kampka,177,159,SSV Jahn Regensburg,Hertha BSC,2,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-01 19:30:00,1226339,P. Alt,174,179,FC Schalke 04,1. FC Magdeburg,2,5,2,7,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-02 12:30:00,1226337,M. Bacher,175,166,Hamburger SV,Hannover 96,2,2,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-02 12:30:00,1226338,R. Hempel,185,178,SC Paderborn 07,SpVgg Greuther Fürth,1,2,2,3,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-02 12:30:00,1226342,P. Schwengers,745,1313,1. FC Kaiserslautern,Preußen Münster,2,1,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-07 17:30:00,1226349,F. Lechner,178,177,SpVgg Greuther Fürth,SSV Jahn Regensburg,2,1,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-07 17:30:00,1226353,W. Haslberger,1313,175,Preußen Münster,Hamburger SV,1,2,2,3,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-08 12:00:00,1226346,L. Benen,181,1660,SV Darmstadt 98,SV Elversberg,0,3,2,3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-08 12:00:00,1226351,F. Prigan,179,171,1. FC Magdeburg,1. FC Nürnberg,3,4,2,7,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-08 12:00:00,1226352,T. Bauer,1652,185,SSV Ulm 1846,SC Paderborn 07,0,2,2,2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-08 19:30:00,1226350,M. Petersen,159,745,Hertha BSC,1. FC Kaiserslautern,0,1,2,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-09 12:30:00,1226348,M. Burda,166,158,Hannover 96,Fortuna Düsseldorf,1,1,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-09 12:30:00,1226345,T. Welz,192,174,1. FC Köln,FC Schalke 04,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-09 12:30:00,1226347,E. Weisbach,785,744,Karlsruher SC,Eintracht Braunschweig,0,2,2,2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-14 17:30:00,1226355,P. Alt,185,1313,SC Paderborn 07,Preußen Münster,2,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-14 17:30:00,1226360,F. Exner,179,192,1. FC Magdeburg,1. FC Köln,3,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-15 12:00:00,1226359,R. Kampka,745,166,1. FC Kaiserslautern,Hannover 96,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-15 12:00:00,1226357,P. Schwengers,1660,178,SV Elversberg,SpVgg Greuther Fürth,2,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-15 12:00:00,1226361,M. Burda,744,181,Eintracht Braunschweig,SV Darmstadt 98,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-15 19:30:00,1226354,T. Reichel,158,159,Fortuna Düsseldorf,Hertha BSC,2,1,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-16 12:30:00,1226358,R. Hempel,171,1652,1. FC Nürnberg,SSV Ulm 1846,2,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-16 12:30:00,1226356,R. Braun,174,785,FC Schalke 04,Karlsruher SC,2,1,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-16 12:30:00,1226362,L. Erbst,177,175,SSV Jahn Regensburg,Hamburger SV,1,1,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-21 17:30:00,1226369,H. Osmers,159,171,Hertha BSC,1. FC Nürnberg,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-21 17:30:00,1226365,S. Storks,175,745,Hamburger SV,1. FC Kaiserslautern,3,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-22 12:00:00,1226371,F. Prigan,1313,177,Preußen Münster,SSV Jahn Regensburg,2,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-22 12:00:00,1226370,T. Gansloweit,1652,1660,SSV Ulm 1846,SV Elversberg,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-22 12:00:00,1226366,S. Jablonski,785,179,Karlsruher SC,1. FC Magdeburg,3,1,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-22 19:30:00,1226367,F. Lechner,166,185,Hannover 96,SC Paderborn 07,1,1,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-23 12:30:00,1226368,W. Haslberger,178,744,SpVgg Greuther Fürth,Eintracht Braunschweig,3,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-23 12:30:00,1226364,N. Winter,181,174,SV Darmstadt 98,FC Schalke 04,2,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-23 12:30:00,1226363,M. Bacher,192,158,1. FC Köln,Fortuna Düsseldorf,1,1,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-28 17:30:00,1226372,E. Weisbach,158,178,Fortuna Düsseldorf,SpVgg Greuther Fürth,1,2,2,3,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-28 17:30:00,1226375,D. Aytekin,174,1313,FC Schalke 04,Preußen Münster,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-01 12:00:00,1226380,F. Heft,744,1652,Eintracht Braunschweig,SSV Ulm 1846,1,1,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-01 12:00:00,1226377,T. Bauer,171,166,1. FC Nürnberg,Hannover 96,1,2,2,3,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-01 12:00:00,1226378,R. Braun,745,177,1. FC Kaiserslautern,SSV Jahn Regensburg,3,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-01 19:30:00,1226373,R. Hempel,785,192,Karlsruher SC,1. FC Köln,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-02 12:30:00,1226379,P. Alt,179,181,1. FC Magdeburg,SV Darmstadt 98,4,1,0,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-02 12:30:00,1226374,R. Kampka,185,175,SC Paderborn 07,Hamburger SV,2,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-02 12:30:00,1226376,F. Willenborg,1660,159,SV Elversberg,Hertha BSC,4,0,0,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-07 17:30:00,1226381,F. Prigan,181,785,SV Darmstadt 98,Karlsruher SC,3,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-07 17:30:00,1226386,F. Lechner,745,1660,1. FC Kaiserslautern,SV Elversberg,1,1,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-08 12:00:00,1226385,T. Gerach,159,174,Hertha BSC,FC Schalke 04,1,2,2,3,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-08 12:00:00,1226384,T. Gansloweit,178,179,SpVgg Greuther Fürth,1. FC Magdeburg,1,1,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-08 12:00:00,1226387,M. Burda,1652,192,SSV Ulm 1846,1. FC Köln,0,1,2,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-08 19:30:00,1226382,F. Exner,175,158,Hamburger SV,Fortuna Düsseldorf,4,1,0,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-09 12:30:00,1226383,M. Jöllenbeck,166,744,Hannover 96,Eintracht Braunschweig,1,1,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-09 12:30:00,1226389,L. Benen,177,185,SSV Jahn Regensburg,SC Paderborn 07,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-09 12:30:00,1226388,L. Erbst,1313,171,Preußen Münster,1. FC Nürnberg,0,1,2,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-14 17:30:00,1226394,R. Hempel,174,166,FC Schalke 04,Hannover 96,1,2,2,3,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-14 17:30:00,1226397,T. Stieler,179,175,1. FC Magdeburg,Hamburger SV,0,3,2,3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-15 12:00:00,1226391,N. Winter,158,177,Fortuna Düsseldorf,SSV Jahn Regensburg,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-15 12:00:00,1226393,W. Haslberger,185,745,SC Paderborn 07,1. FC Kaiserslautern,5,3,0,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-15 12:00:00,1226395,M. Bacher,1660,1313,SV Elversberg,Preußen Münster,0,1,2,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-15 19:30:00,1226390,F. Heft,192,181,1. FC Köln,SV Darmstadt 98,2,1,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-16 12:30:00,1226392,P. Schwengers,785,1652,Karlsruher SC,SSV Ulm 1846,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-16 12:30:00,1226396,T. Reichel,171,178,1. FC Nürnberg,SpVgg Greuther Fürth,3,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-16 12:30:00,1226398,F. Badstübner,744,159,Eintracht Braunschweig,Hertha BSC,1,5,2,6,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-28 17:30:00,1226399,F. Prigan,175,1660,Hamburger SV,SV Elversberg,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-28 17:30:00,1226405,R. Kampka,1652,181,SSV Ulm 1846,SV Darmstadt 98,2,1,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-29 12:00:00,1226403,P. Alt,159,785,Hertha BSC,Karlsruher SC,3,1,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-29 12:00:00,1226400,R. Braun,166,179,Hannover 96,1. FC Magdeburg,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-29 12:00:00,1226401,F. Willenborg,185,192,SC Paderborn 07,1. FC Köln,1,2,2,3,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-29 19:30:00,1226404,M. Burda,745,158,1. FC Kaiserslautern,Fortuna Düsseldorf,3,1,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-30 11:30:00,1226406,E. Weisbach,1313,744,Preußen Münster,Eintracht Braunschweig,1,1,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-30 11:30:00,1226402,T. Bauer,178,174,SpVgg Greuther Fürth,FC Schalke 04,3,3,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-30 11:30:00,1226407,T. Gansloweit,177,171,SSV Jahn Regensburg,1. FC Nürnberg,2,1,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-04 16:30:00,1226416,P. Schwengers,744,185,Eintracht Braunschweig,SC Paderborn 07,3,2,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-04 16:30:00,1226411,F. Exner,785,166,Karlsruher SC,Hannover 96,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-05 11:00:00,1226410,F. Lechner,158,1313,Fortuna Düsseldorf,Preußen Münster,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-05 11:00:00,1226414,T. Gerach,171,175,1. FC Nürnberg,Hamburger SV,0,3,2,3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-05 11:00:00,1226409,L. Erbst,181,178,SV Darmstadt 98,SpVgg Greuther Fürth,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-05 18:30:00,1226408,S. Jablonski,192,159,1. FC Köln,Hertha BSC,0,1,2,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06 11:30:00,1226415,M. Bacher,179,745,1. FC Magdeburg,1. FC Kaiserslautern,2,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06 11:30:00,1226413,R. Hempel,1660,177,SV Elversberg,SSV Jahn Regensburg,6,0,0,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06 11:30:00,1226412,L. Benen,174,1652,FC Schalke 04,SSV Ulm 1846,2,1,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-11 16:30:00,1226417,F. Brych,175,744,Hamburger SV,Eintracht Braunschweig,2,4,2,6,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-11 16:30:00,1226420,P. Alt,178,192,SpVgg Greuther Fürth,1. FC Köln,1,1,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-12 11:00:00,1226421,T. Gansloweit,159,181,Hertha BSC,SV Darmstadt 98,1,1,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-12 11:00:00,1226418,E. Weisbach,166,1660,Hannover 96,SV Elversberg,1,3,2,4,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-12 11:00:00,1226423,N. Winter,1652,179,SSV Ulm 1846,1. FC Magdeburg,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-12 18:30:00,1226422,R. Schröder,745,171,1. FC Kaiserslautern,1. FC Nürnberg,1,2,2,3,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-13 11:30:00,1226424,R. Braun,1313,785,Preußen Münster,Karlsruher SC,1,1,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-13 11:30:00,1226425,W. Haslberger,177,174,SSV Jahn Regensburg,FC Schalke 04,2,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-13 11:30:00,1226419,R. Kampka,185,158,SC Paderborn 07,Fortuna Düsseldorf,1,2,2,3,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-19 11:00:00,1226431,F. Prigan,171,185,1. FC Nürnberg,SC Paderborn 07,2,3,2,5,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-19 11:00:00,1226433,R. Hempel,744,745,Eintracht Braunschweig,1. FC Kaiserslautern,2,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-19 11:00:00,1226430,R. Hartmann,1660,158,SV Elversberg,Fortuna Düsseldorf,1,1,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-19 18:30:00,1226429,H. Osmers,174,175,FC Schalke 04,Hamburger SV,2,2,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-20 11:30:00,1226428,F. Heft,785,178,Karlsruher SC,SpVgg Greuther Fürth,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-20 11:30:00,1226426,T. Bauer,192,1313,1. FC Köln,Preußen Münster,3,1,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-20 11:30:00,1226434,M. Bacher,1652,159,SSV Ulm 1846,Hertha BSC,2,3,2,5,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-20 11:30:00,1226432,D. Aytekin,179,177,1. FC Magdeburg,SSV Jahn Regensburg,3,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-20 11:30:00,1226427,M. Burda,181,166,SV Darmstadt 98,Hannover 96,3,1,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
