date,id,referee,home_team,away_team,home_goals,away_goals,result,total_goals,goal_diff,home_gf_rolls_mean_5,home_pts_rolls_sum_5,away_gf_rolls_mean_5,away_pts_rolls_sum_5
2025-03-07 19:45:00,1213966,M. Bollengier,Toulouse,Monaco,1,1,draw,2,0,2.2,8.0,3.2,9.0
2025-03-08 16:00:00,1213970,M. Vernice,Rennes,Paris Saint Germain,1,4,away,5,-3,1.6,12.0,3.4,15.0
2025-03-08 18:00:00,1213969,J. Pignard,Lille,Montpellier,1,0,home,1,1,2.0,9.0,0.2,0.0
2025-03-08 20:05:00,1213971,T. Léonard,Marseille,Lens,0,1,away,1,-1,2.4,12.0,1.2,3.0
2025-03-09 14:00:00,1213968,A. Kherradji,Stade Brestois 29,Angers,2,0,home,2,2,1.4,5.0,1.0,5.0
2025-03-09 16:15:00,1213963,C. Turpin,Le Havre,Saint Etienne,1,1,draw,2,0,1.8,7.0,1.2,1.0
2025-03-09 16:15:00,1213965,H. Ben El Hadj,Nantes,Strasbourg,0,1,away,1,-1,1.2,6.0,1.0,10.0
2025-03-09 16:15:00,1213964,R. Lissorgue,Reims,Auxerre,0,2,away,2,-2,0.2,0.0,1.8,5.0
2025-03-09 19:45:00,1213967,B. Bastien,Nice,Lyon,0,2,away,2,-2,2.2,13.0,2.8,9.0
2025-03-14 19:45:00,1213973,A. Kherradji,Nice,Auxerre,1,1,draw,2,0,2.0,12.0,1.8,8.0
2025-03-15 16:00:00,1213979,B. Millot,Nantes,Lille,1,0,home,1,1,0.8,3.0,1.4,9.0
2025-03-15 18:00:00,1213980,W. Delajod,Angers,Monaco,0,2,away,2,-2,0.8,4.0,2.6,7.0
2025-03-15 20:05:00,1213977,S. Frappart,Lens,Rennes,1,0,home,1,1,1.0,3.0,1.6,9.0
2025-03-16 14:00:00,1213976,B. Dechepy,Lyon,Le Havre,4,2,home,6,2,2.8,12.0,1.8,7.0
2025-03-16 16:15:00,1213974,F. Letexier,Montpellier,Saint Etienne,0,2,away,2,-2,0.2,0.0,1.2,2.0
2025-03-16 16:15:00,1213975,J. Brisard,Stade Brestois 29,Reims,0,0,draw,0,0,1.4,8.0,0.0,0.0
2025-03-16 16:15:00,1213978,F. Batta,Strasbourg,Toulouse,2,1,home,3,1,1.2,13.0,2.2,8.0
2025-03-16 19:45:00,1213972,C. Turpin,Paris Saint Germain,Marseille,3,1,home,4,2,3.2,15.0,1.8,9.0
2025-03-28 19:45:00,1213984,R. Lissorgue,Strasbourg,Lyon,4,2,home,6,2,1.2,13.0,2.8,12.0
2025-03-29 16:00:00,1213987,W. Delajod,Reims,Marseille,3,1,home,4,2,0.0,1.0,1.6,6.0
2025-03-29 18:00:00,1213986,J. Stinat,Saint Etienne,Paris Saint Germain,1,6,away,7,-5,1.6,5.0,3.0,15.0
2025-03-29 20:05:00,1213989,J. Brisard,Monaco,Nice,2,1,home,3,1,2.8,10.0,1.8,10.0
2025-03-30 13:00:00,1213985,H. Ben El Hadj,Toulouse,Stade Brestois 29,2,4,away,6,-2,2.0,7.0,1.0,6.0
2025-03-30 15:15:00,1213981,T. Léonard,Angers,Rennes,0,3,away,3,-3,0.8,4.0,1.2,6.0
2025-03-30 15:15:00,1213982,M. Bollengier,Auxerre,Montpellier,1,0,home,1,1,1.6,8.0,0.2,0.0
2025-03-30 15:15:00,1213983,E. Wattellier,Le Havre,Nantes,3,2,home,5,1,1.8,4.0,1.0,6.0
2025-03-30 18:45:00,1213988,M. Vernice,Lille,Lens,1,0,home,1,1,1.2,9.0,1.2,6.0
2025-04-04 18:45:00,1213991,H. Ben El Hadj,Nice,Nantes,1,2,away,3,-1,1.4,7.0,1.2,6.0
2025-04-05 15:00:00,1213996,M. Bollengier,Paris Saint Germain,Angers,1,0,home,1,1,4.0,15.0,0.6,1.0
2025-04-05 17:00:00,1213992,T. Léonard,Stade Brestois 29,Monaco,2,1,home,3,1,1.4,8.0,1.8,10.0
2025-04-05 19:05:00,1213994,E. Wattellier,Lyon,Lille,2,1,home,3,1,2.4,9.0,1.0,9.0
2025-04-06 13:00:00,1213995,R. Lissorgue,Lens,Saint Etienne,1,0,home,1,1,1.2,6.0,1.6,5.0
2025-04-06 15:15:00,1213993,B. Bastien,Montpellier,Le Havre,0,2,away,2,-2,0.0,0.0,2.2,7.0
2025-04-06 15:15:00,1213997,C. Turpin,Reims,Strasbourg,0,1,away,1,-1,0.6,4.0,1.6,13.0
2025-04-06 15:15:00,1213998,F. Batta,Rennes,Auxerre,0,1,away,1,-1,1.8,9.0,1.4,10.0
2025-04-06 18:45:00,1213990,J. Pignard,Marseille,Toulouse,3,2,home,5,1,0.8,3.0,2.4,7.0
2025-04-11 18:45:00,1214006,F. Letexier,Lens,Reims,0,2,away,2,-2,1.2,9.0,0.6,4.0
2025-04-12 15:00:00,1214007,B. Bastien,Monaco,Marseille,3,0,home,3,3,1.8,10.0,1.4,6.0
2025-04-12 17:00:00,1213999,J. Brisard,Toulouse,Lille,1,2,away,3,-1,2.0,4.0,0.8,6.0
2025-04-12 19:05:00,1214003,J. Pignard,Strasbourg,Nice,2,2,draw,4,0,1.8,15.0,1.2,4.0
2025-04-13 13:00:00,1214004,A. Kherradji,Saint Etienne,Stade Brestois 29,3,3,draw,6,0,1.0,4.0,1.8,10.0
2025-04-13 15:15:00,1214005,B. Millot,Angers,Montpellier,2,0,home,2,2,0.0,0.0,0.0,0.0
2025-04-13 15:15:00,1214000,W. Delajod,Le Havre,Rennes,1,5,away,6,-4,2.4,10.0,1.6,6.0
2025-04-13 18:45:00,1214001,S. Frappart,Auxerre,Lyon,1,3,away,4,-2,1.0,10.0,2.4,12.0
2025-04-18 18:45:00,1214016,A. Kherradji,Rennes,Nantes,2,1,home,3,1,1.8,6.0,1.0,6.0
2025-04-19 15:00:00,1214012,M. Vernice,Paris Saint Germain,Le Havre,2,1,home,3,1,3.6,15.0,1.8,7.0
2025-04-19 17:00:00,1214015,E. Wattellier,Monaco,Strasbourg,0,0,draw,0,0,1.8,10.0,2.0,13.0
2025-04-19 19:05:00,1214013,J. Brisard,Marseille,Montpellier,5,1,home,6,4,1.0,3.0,0.0,0.0
2025-04-20 13:00:00,1214011,T. Léonard,Lille,Auxerre,3,1,home,4,2,1.0,9.0,1.2,10.0
2025-04-20 15:15:00,1214009,J. Stinat,Nice,Angers,2,1,home,3,1,1.0,2.0,0.4,3.0
2025-04-20 15:15:00,1214014,M. Bollengier,Reims,Toulouse,1,0,home,1,1,1.0,7.0,1.4,1.0
2025-04-20 15:15:00,1214010,B. Millot,Stade Brestois 29,Lens,1,3,away,4,-2,2.2,11.0,0.6,9.0
2025-04-20 18:45:00,1214008,F. Letexier,Saint Etienne,Lyon,2,1,home,3,1,1.4,5.0,2.6,12.0
2025-04-22 18:45:00,1214002,J. Pignard,Nantes,Paris Saint Germain,1,1,draw,2,0,1.2,6.0,3.2,15.0
2025-04-25 18:45:00,1214023,W. Delajod,Paris Saint Germain,Nice,1,3,away,4,-2,2.6,13.0,1.4,5.0
2025-04-26 15:00:00,1214018,B. Bastien,Strasbourg,Saint Etienne,3,1,home,4,2,1.8,11.0,1.6,7.0
2025-04-26 17:00:00,1214017,C. Turpin,Le Havre,Monaco,1,1,draw,2,0,1.8,6.0,1.6,10.0
2025-04-26 19:05:00,1214025,M. Bollengier,Lyon,Rennes,4,1,home,5,3,2.4,9.0,2.0,9.0
2025-04-27 13:00:00,1214022,H. Ben El Hadj,Angers,Lille,0,2,away,2,-2,0.6,3.0,1.4,9.0
2025-04-27 15:15:00,1214021,M. Vernice,Lens,Auxerre,0,4,away,4,-4,1.0,9.0,1.0,7.0
2025-04-27 15:15:00,1214020,J. Pignard,Montpellier,Reims,0,0,draw,0,0,0.2,0.0,1.2,10.0
2025-04-27 15:15:00,1214019,F. Batta,Nantes,Toulouse,0,0,draw,0,0,1.4,7.0,1.2,0.0
2025-04-27 18:45:00,1214024,S. Frappart,Marseille,Stade Brestois 29,4,1,home,5,3,2.0,6.0,2.0,8.0
2025-05-02 18:45:00,1214028,A. Kherradji,Nice,Reims,1,0,home,1,1,1.8,7.0,1.2,10.0
2025-05-03 15:00:00,1214033,H. Ben El Hadj,Strasbourg,Paris Saint Germain,2,1,home,3,1,2.0,11.0,2.2,10.0
2025-05-03 17:00:00,1214032,B. Millot,Toulouse,Rennes,2,1,home,3,1,1.0,1.0,2.2,9.0
2025-05-03 19:05:00,1214030,J. Brisard,Saint Etienne,Monaco,1,3,away,4,-2,1.4,4.0,1.4,8.0
2025-05-04 13:00:00,1214031,T. Léonard,Nantes,Angers,0,1,away,1,-1,1.2,5.0,0.6,3.0
2025-05-04 15:15:00,1214034,J. Pignard,Auxerre,Le Havre,1,2,away,3,-1,1.6,9.0,1.6,7.0
2025-05-04 15:15:00,1214026,J. Stinat,Lyon,Lens,1,2,away,3,-1,2.4,9.0,0.8,6.0
2025-05-04 15:15:00,1214029,R. Lissorgue,Stade Brestois 29,Montpellier,1,0,home,1,1,2.2,7.0,0.2,1.0
2025-05-04 18:45:00,1214027,E. Wattellier,Lille,Marseille,1,1,draw,2,0,1.8,12.0,2.6,9.0
2025-05-10 19:00:00,1214037,C. Turpin,Angers,Strasbourg,2,1,home,3,1,0.8,6.0,1.6,11.0
2025-05-10 19:00:00,1214036,M. Bollengier,Auxerre,Nantes,1,1,draw,2,0,1.6,6.0,0.8,5.0
2025-05-10 19:00:00,1214038,W. Delajod,Le Havre,Marseille,1,3,away,4,-2,1.4,7.0,2.6,10.0
2025-05-10 19:00:00,1214043,B. Bastien,Monaco,Lyon,2,0,home,2,2,1.6,8.0,2.2,9.0
2025-05-10 19:00:00,1214040,M. Vernice,Montpellier,Paris Saint Germain,1,4,away,5,-3,0.2,1.0,1.2,7.0
2025-05-10 19:00:00,1214035,E. Wattellier,Reims,Saint Etienne,0,2,away,2,-2,0.6,7.0,1.4,4.0
2025-05-10 19:00:00,1214039,J. Stinat,Rennes,Nice,2,0,home,2,2,1.8,6.0,1.8,10.0
2025-05-10 19:00:00,1214042,T. Léonard,Stade Brestois 29,Lille,2,0,home,2,2,1.6,7.0,1.8,10.0
2025-05-10 19:00:00,1214041,B. Dechepy,Toulouse,Lens,1,1,draw,2,0,1.0,4.0,1.2,9.0
2025-05-17 19:00:00,1214051,F. Letexier,Lens,Monaco,4,0,home,4,4,1.2,7.0,1.8,11.0
2025-05-17 19:00:00,1214048,W. Delajod,Lille,Reims,2,1,home,3,1,1.6,10.0,0.6,7.0
2025-05-17 19:00:00,1214045,S. Frappart,Lyon,Angers,2,0,home,2,2,1.8,6.0,1.2,9.0
2025-05-17 19:00:00,1214044,J. Pignard,Marseille,Rennes,4,2,home,6,2,2.6,10.0,2.2,9.0
2025-05-17 19:00:00,1214050,C. Turpin,Nantes,Montpellier,3,0,home,3,3,0.6,3.0,0.4,1.0
2025-05-17 19:00:00,1214046,H. Ben El Hadj,Nice,Stade Brestois 29,6,0,home,6,6,1.6,10.0,1.6,7.0
2025-05-17 19:00:00,1214052,A. Kherradji,Paris Saint Germain,Auxerre,3,1,home,4,2,1.8,7.0,1.6,4.0
2025-05-17 19:00:00,1214047,T. Léonard,Saint Etienne,Toulouse,2,3,away,5,-1,1.8,7.0,0.8,5.0
2025-05-17 19:00:00,1214049,J. Brisard,Strasbourg,Le Havre,2,3,away,5,-1,1.6,8.0,1.2,4.0
2025-05-21 18:00:00,1375858,H. Ben El Hadj,Metz,Reims,1,1,draw,2,0,3.25,10.0,0.4,4.0
2025-05-29 18:30:00,1375859,E. Wattellier,Reims,Metz,1,3,away,4,-2,0.4,2.0,2.25,8.0
